,company_name,bse_code,Industry,Sector
1522,P N Gadgil Jewe.,544256,Consumer Durables,"Gems, Jewellery And Watches"
1523,Pace Digitek,544550,Telecom - Services,Telecom - Infrastructure
1524,Page Industries,532827,Textiles & Apparels,Garments & Apparels
1525,Paisalo Digital,532900,Finance,Non Banking Financial Company (NBFC)
1526,Pajson Agro,544657,Food Products,Other Food Products
1527,Pakka,516030,"Paper, Forest & Jute Products",Paper & Paper Products
1528,Panacea Biotec,531349,Pharmaceuticals & Biotechnology,Pharmaceuticals
1529,Panache Digilife,,IT - Services,IT Enabled Services
1530,Panama Petrochem,524820,Petroleum Products,Lubricants
1531,Panasonic Energy,504093,Household Products,Household Products
1532,Panchmahal Steel,513511,Industrial Products,Iron & Steel Products
1533,Panorama Studios,539469,Entertainment,"Film Production, Distribution & Exhibition"
1534,Pansari Develop.,,Realty,"Residential, Commercial Projects"
1535,Paradeep Pari.,544383,Transport Services,Logistics Solution Provider
1536,Paradeep Phosph.,543530,Fertilizers & Agrochemicals,Fertilizers
1537,Parag Milk Foods,539889,Food Products,Dairy Products
1538,Paramount Comm.,530555,Industrial Products,Cables - Electricals
1539,Paras Defence,543367,Aerospace & Defense,Aerospace & Defense
1540,Parin Enterpris.,,Consumer Durables,"Furniture, Home Furnishing"
1541,Park Medi World,544645,Healthcare Services,Hospital
1542,Parsvnath Devl.,532780,Realty,"Residential, Commercial Projects"
1543,Parth Electrical,,Electrical Equipment,Other Electrical Equipment
1544,Pashupati Cotsp.,544448,Textiles & Apparels,Other Textile Products
1545,Pasupati Acrylon,500456,Chemicals & Petrochemicals,Petrochemicals
1546,Patanjali Foods,500368,Agricultural Food & other Products,Edible Oil
1547,Patel Engineerin,531120,Construction,Civil Construction
1548,Patel Retail,544487,Retailing,Diversified Retail
1549,Patil Automation,,Industrial Manufacturing,Industrial Products
1550,Paushak,532742,Chemicals & Petrochemicals,Specialty Chemicals
1551,Pavna Industries,543915,Auto Components,Auto Components & Equipments
1552,PB Fintech.,543390,Financial Technology (Fintech),Financial Technology (Fintech)
1553,PC Jeweller,534809,Consumer Durables,"Gems, Jewellery And Watches"
1554,PCBL Chemical,506590,Chemicals & Petrochemicals,Carbon Black
1555,PDS,538730,Textiles & Apparels,Trading - Textile Products
1556,Pearl Global Ind,532808,Textiles & Apparels,Garments & Apparels
1557,Pelatro,,Media,Web based media and service
1558,Peninsula Land,503031,Realty,"Residential, Commercial Projects"
1559,Pennar Industrie,513228,Industrial Manufacturing,Industrial Products
1560,Permanent Magnet,504132,Electrical Equipment,Other Electrical Equipment
1561,Persistent Systems,533179,IT - Software,Computers - Software & Consulting
1562,Petro Carbon,,Minerals & Mining,Industrial Minerals
1563,Petronet LNG,532522,Gas,LPG/CNG/PNG/LNG Supplier
1564,Pfizer,500680,Pharmaceuticals & Biotechnology,Pharmaceuticals
1565,PG Electroplast,533581,Consumer Durables,Consumer Electronics
1566,PG Foils,526747,Non - Ferrous Metals,Aluminium
1567,Phantom Digital,,Entertainment,Media & Entertainment
1568,Phoenix Mills,503100,Realty,"Residential, Commercial Projects"
1569,Physicswallah,544609,Other Consumer Services,E-Learning
1570,Piccadily Agro,530305,Beverages,Breweries & Distilleries
1571,Pidilite Inds.,500331,Chemicals & Petrochemicals,Specialty Chemicals
1572,Pilani Invest.,539883,Finance,Holding Company
1573,Pine Labs,544606,Financial Technology (Fintech),Financial Technology (Fintech)
1574,Piramal Finance.,544597,Finance,Housing Finance Company
1575,Piramal Pharma,543635,Pharmaceuticals & Biotechnology,Pharmaceuticals
1576,Pitti Engg.,513519,Industrial Manufacturing,Industrial Products
1577,Pix Transmission,500333,Industrial Products,Rubber
1578,Plastiblends (I),523648,Chemicals & Petrochemicals,Specialty Chemicals
1579,Platinum Industr,544134,Chemicals & Petrochemicals,Specialty Chemicals
1580,PNB Gilts,532366,Finance,Investment Company
1581,PNB Housing,540173,Finance,Housing Finance Company
1582,PNC Infratech,539150,Construction,Civil Construction
1583,PNGS Gargi FJ,543709,Consumer Durables,"Gems, Jewellery And Watches"
1584,POCL Enterprises,539195,Chemicals & Petrochemicals,Commodity Chemicals
1585,Poddar Pigments,524570,Chemicals & Petrochemicals,Dyes And Pigments
1586,Pokarna,532486,Consumer Durables,Granites & Marbles
1587,Polo Queen Ind.,540717,Commercial Services & Supplies,Trading & Distributors
1588,Poly Medicure,531768,Healthcare Equipment & Supplies,Medical Equipment & Supplies
1589,Polycab India,542652,Industrial Products,Cables - Electricals
1590,Polyplex Corpn,524051,Industrial Products,Packaging
1591,Polysil Irrigati,,Industrial Products,Plastic Products - Industrial
1592,Pondy Oxides,532626,Diversified Metals,Diversified Metals
1593,Poonawalla Fin,524000,Finance,Non Banking Financial Company (NBFC)
1594,Popular Vehicles,544144,Automobiles,Auto Dealer
1595,Power Fin.Corpn.,532810,Finance,Financial Institution
1596,Power Grid Corpn,532898,Power,Power - Transmission
1597,Power Mech Proj.,539302,Construction,Civil Construction
1598,Powergrid Infra.,543290,Power,Power - Transmission
1599,PPAP Automotive,532934,Auto Components,Auto Components & Equipments
1600,Prabha Energy,544379,Oil,Oil Exploration & Production
1601,Pradeep Metals,513532,Auto Components,Auto Components & Equipments
1602,Praj Industries,522205,Industrial Manufacturing,Industrial Products
1603,Prakash Industri,506022,Ferrous Metals,Iron & Steel
1604,Prakash Pipes,542684,Industrial Products,Plastic Products - Industrial
1605,Pramara Promotio,,Media,Advertising & Media Agencies
1606,Prataap Snacks,540724,Food Products,Packaged Foods
1607,Praveg,531637,Leisure Services,Hotels & Resorts
1608,Prec. Wires (I),523539,Industrial Products,"Aluminium, Copper & Zinc Products"
1609,Precision Camshf,539636,Auto Components,Auto Components & Equipments
1610,Precot,,Textiles & Apparels,Other Textile Products
1611,Prem. Explosives,526247,Chemicals & Petrochemicals,Explosives
1612,Premier Energies,544238,Electrical Equipment,Other Electrical Equipment
1613,Premier Polyfilm,514354,Industrial Products,Plastic Products - Industrial
1614,Prestige Estates,533274,Realty,"Residential, Commercial Projects"
1615,Prevest Denpro,543363,Healthcare Equipment & Supplies,Medical Equipment & Supplies
1616,Pricol Ltd,540293,Auto Components,Auto Components & Equipments
1617,Prime Focus,532748,Entertainment,Media & Entertainment
1618,Prime Fresh,540404,Agricultural Food & other Products,Other Agricultural Products
1619,Prime Securities,500337,Finance,Other Financial Services
1620,Primo Chemicals,506852,Chemicals & Petrochemicals,Commodity Chemicals
1621,Prince Pipes,542907,Industrial Products,Plastic Products - Industrial
1622,Prism Johnson,500338,Cement & Cement Products,Cement & Cement Products
1623,Privi Speci.,530117,Chemicals & Petrochemicals,Specialty Chemicals
1624,Prizor Viztech,,Industrial Manufacturing,Industrial Products
1625,PropsharePlatina,544295,,
1626,PropshareTitania,544462,Realty,Real Estate Investment Trusts (REITs)
1627,Prostarm Info,544410,Electrical Equipment,Other Electrical Equipment
1628,Protean eGov,544021,IT - Services,IT Enabled Services
1629,Proventus Agro.,,Food Products,Other Food Products
1630,Prozone Realty,534675,Realty,"Residential, Commercial Projects"
1631,Prudent Corp.,543527,Capital Markets,Financial Products Distributor
1632,PSP Projects,540544,Construction,Civil Construction
1633,PTC India,532524,Power,Power Trading
1634,PTC India Fin,533344,Finance,Non Banking Financial Company (NBFC)
1635,PTC Industries,539006,Industrial Products,Other Industrial Products
1636,PTL Enterprises,509220,Commercial Services & Supplies,Diversified Commercial Services
1637,Pudumjee Paper,539785,"Paper, Forest & Jute Products",Paper & Paper Products
1638,Pun. & Sind Bank,533295,Banks,Public Sector Bank
1639,Pune e,544141,Capital Markets,Stockbroking & Allied
1640,Punjab Chemicals,506618,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1641,Punjab Natl.Bank,532461,Banks,Public Sector Bank
1642,Puravankara,532891,Realty,"Residential, Commercial Projects"
1643,Purple Finance,544191,Finance,Non Banking Financial Company (NBFC)
1644,Purple United,,Textiles & Apparels,Garments & Apparels
1645,PVP Ventures,517556,Realty,"Residential, Commercial Projects"
1646,PVR Inox,532689,Entertainment,"Film Production, Distribution & Exhibition"
1647,Pyramid Technopl,543969,Industrial Products,Packaging
1648,Quadrant Future,544336,Industrial Products,Cables - Electricals
1649,Qualitek Labs,544091,Commercial Services & Supplies,Consulting Services
1650,Quality Power El,544367,Electrical Equipment,Heavy Electrical Equipment
1651,Quess Corp,539978,Commercial Services & Supplies,Diversified Commercial Services
1652,Quest Capital,500069,Capital Markets,Other Capital Market related Services
1653,Quick Heal Tech,539678,IT - Software,Software Products
1654,R C F,524230,Fertilizers & Agrochemicals,Fertilizers
1655,R K Swamy,544136,Media,Advertising & Media Agencies
1656,R M Drip & Sprin,544456,Industrial Products,Plastic Products - Industrial
1657,R R Kabel,543981,Industrial Products,Cables - Electricals
1658,R Systems Intl.,532735,IT - Services,IT Enabled Services
1659,R&B Denims,538119,Textiles & Apparels,Other Textile Products
1660,RACL Geartech,520073,Auto Components,Auto Components & Equipments
1661,Radhika Jeweltec,540125,Consumer Durables,"Gems, Jewellery And Watches"
1662,Radiant Cash,543732,Commercial Services & Supplies,Diversified Commercial Services
1663,Radico Khaitan,532497,Beverages,Breweries & Distilleries
1664,Radix Industries,531412,Personal Products,Personal Care
1665,Raghav Product.,539837,Industrial Products,Electrodes & Refractories
1666,Raghuvir Synth,514316,Textiles & Apparels,Other Textile Products
1667,Rail Vikas,542649,Construction,Civil Construction
1668,Railtel Corpn.,543265,Telecom - Services,Other Telecom Services
1669,Rain Industries,500339,Chemicals & Petrochemicals,Petrochemicals
1670,Rainbow Child.,543524,Healthcare Services,Hospital
1671,Rainbow Foundat.,531694,Realty,"Residential, Commercial Projects"
1672,Raj Rayon Inds.,530699,Textiles & Apparels,Other Textile Products
1673,Rajapalayam Mill,532503,Textiles & Apparels,Other Textile Products
1674,Rajesh Exports,531500,Consumer Durables,"Gems, Jewellery And Watches"
1675,Rajesh Power,544291,Other Utilities,Multi Utilities
1676,Rajoo Engineers,522257,Industrial Manufacturing,Industrial Products
1677,Rajratan Global,517522,Auto Components,Auto Components & Equipments
1678,Rallis India,500355,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1679,Ram Ratna Wires,522281,Electrical Equipment,Other Electrical Equipment
1680,Rama Phosphates,524037,Fertilizers & Agrochemicals,Fertilizers
1681,Rama Steel Tubes,539309,Industrial Products,Iron & Steel Products
1682,Ramco Inds.,532369,Other Construction Materials,Other Construction Materials
1683,Ramco Systems,532370,IT - Software,Software Products
1684,Ramkrishna Forg.,532527,Auto Components,Auto Components & Equipments
1685,Ramky Infra,533262,Construction,Civil Construction
1686,Rane (Madras),532661,Auto Components,Auto Components & Equipments
1687,Rane Holdings,505800,Finance,Holding Company
1688,Rashi Peripheral,544119,IT - Hardware,Computers Hardware & Equipments
1689,Rategain Travel,543417,IT - Software,Computers - Software & Consulting
1690,Ratnabhumi Dev.,540796,Realty,"Residential, Commercial Projects"
1691,Ratnamani Metals,520111,Industrial Products,Iron & Steel Products
1692,Ratnaveer Precis,543978,Industrial Products,Iron & Steel Products
1693,RattanIndia Ent,534597,Retailing,E-Retail/ E-Commerce
1694,RattanIndia Pow.,533122,Power,Power Generation
1695,Ravinder Heights,543251,Realty,"Residential, Commercial Projects"
1696,Ravindra Energy,504341,Electrical Equipment,Other Electrical Equipment
1697,Raymond,500330,Realty,"Residential, Commercial Projects"
1698,Raymond Lifestyl,544240,Textiles & Apparels,Other Textile Products
1699,Raymond Realty,544420,Realty,"Residential, Commercial Projects"
1700,RBL Bank,540065,Banks,Private Sector Bank
1701,RBM Infracon,,Commercial Services & Supplies,Diversified Commercial Services
1702,RBZ Jewellers Lt,544060,Consumer Durables,"Gems, Jewellery And Watches"
1703,RDB Infrastruc.,533285,Realty,"Residential, Commercial Projects"
1704,RDB Rasayans,533608,Industrial Products,Packaging
1705,RDB Real Estate,544346,Realty,"Residential, Commercial Projects"
1706,REC Ltd,532955,Finance,Financial Institution
1707,Redington,532805,Commercial Services & Supplies,Trading & Distributors
1708,Redtape,543957,Consumer Durables,Footwear
1709,Refex Industries,532884,Chemicals & Petrochemicals,Industrial Gases
1710,Regaal Resources,544485,Agricultural Food & other Products,Other Agricultural Products
1711,Rel. Indl. Infra,523445,Transport Services,Logistics Solution Provider
1712,Relaxo Footwear,530517,Consumer Durables,Footwear
1713,Reliance Communi,532712,Telecom - Services,Telecom - Cellular & Fixed line services
1714,Reliance Industr,500325,Petroleum Products,Refineries & Marketing
1715,Reliance Infra.,500390,Power,Integrated Power Utilities
1716,Reliance Power,532939,Power,Power Generation
1717,Religare Enterp.,532915,Finance,Investment Company
1718,Remsons Ind,530919,Auto Components,Auto Components & Equipments
1719,Remus Pharma.,,Pharmaceuticals & Biotechnology,Pharmaceuticals
1720,Renaiss. Global,532923,Consumer Durables,"Gems, Jewellery And Watches"
1721,Repco Home Fin,535322,Finance,Housing Finance Company
1722,Repro India,532687,Printing & Publication,Printing & Publication
1723,Responsive Ind,505509,Consumer Durables,"Furniture, Home Furnishing"
1724,Restaurant Brand,543248,Leisure Services,Restaurants
1725,Rhetan TMT Ltd,543590,Industrial Products,Iron & Steel Products
1726,RHI Magnesita,534076,Industrial Products,Electrodes & Refractories
1727,Rico Auto Inds,520008,Auto Components,Auto Components & Equipments
1728,Riddhi Siddhi Gl,524480,Commercial Services & Supplies,Trading & Distributors
1729,Riddhi Steel,540082,Industrial Products,Iron & Steel Products
1730,RIR Power Electr,517035,Electrical Equipment,Other Electrical Equipment
1731,Rishabh Instrum.,543977,Electrical Equipment,Other Electrical Equipment
1732,Ritco Logistics,542383,Transport Services,Logistics Solution Provider
1733,Rites,541556,Construction,Civil Construction
1734,RMC Switchgears,540358,Electrical Equipment,Other Electrical Equipment
1735,RNFI Services,,Finance,Other Financial Services
1736,RNIT AI Solution,517286,Auto Components,Auto Components & Equipments
1737,Roadstar Infra,544374,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
1738,Robust Hotels,543901,Leisure Services,Hotels & Resorts
1739,Rolex Rings,543325,Auto Components,Auto Components & Equipments
1740,Rossari Biotech,543213,Chemicals & Petrochemicals,Specialty Chemicals
1741,Rossell Techsys,544294,Aerospace & Defense,Aerospace & Defense
1742,Roto Pumps,517500,Industrial Products,"Compressors, Pumps & Diesel Engines"
1743,Route Mobile,543228,Telecom - Services,Other Telecom Services
1744,Royal Orch.Hotel,532699,Leisure Services,Hotels & Resorts
1745,RPG LifeScience.,532983,Pharmaceuticals & Biotechnology,Pharmaceuticals
1746,RPP Infra Proj.,533284,Construction,Civil Construction
1747,RPSG Ventures,542333,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
1748,RRP Defense,530929,Commercial Services & Supplies,Trading & Distributors
1749,RRPSemiconductor,504346,Finance,Other Financial Services
1750,RSWM Ltd,500350,Textiles & Apparels,Other Textile Products
1751,Rubfila Intl.,500367,Industrial Products,Rubber
1752,Rubicon Research,544578,Pharmaceuticals & Biotechnology,Pharmaceuticals
1753,Ruby Mills,503169,Textiles & Apparels,Other Textile Products
1754,Ruchira Papers,532785,"Paper, Forest & Jute Products",Paper & Paper Products
1755,Rudra Ecovation,514010,Textiles & Apparels,Other Textile Products
1756,Rupa & Co,533552,Textiles & Apparels,Garments & Apparels
1757,Rushil Decor,533470,Consumer Durables,Plywood Boards/ Laminates
1758,S & S Power Swit,517273,Electrical Equipment,Other Electrical Equipment
1759,S A I L,500113,Ferrous Metals,Iron & Steel
1760,S C I,523598,Transport Services,Shipping
1761,S Chand & Compan,540497,Printing & Publication,Printing & Publication
1762,S H Kelkar & Co.,539450,Chemicals & Petrochemicals,Specialty Chemicals
1763,S J Logistics (I,,Transport Services,Logistics Solution Provider
1764,S P Apparels,540048,Textiles & Apparels,Garments & Apparels
1765,S P I C,590030,Fertilizers & Agrochemicals,Fertilizers
1766,S T C,512531,Commercial Services & Supplies,Trading & Distributors
1767,S V Global Mill,535621,Realty,"Residential, Commercial Projects"
1768,S. V. J. Enterp.,543799,"Paper, Forest & Jute Products",Paper & Paper Products
1769,S.A.L Steel,532604,Ferrous Metals,Sponge Iron
1770,Saakshi Medtech,,Electrical Equipment,Other Electrical Equipment
1771,Saatvik Green,544526,Electrical Equipment,Other Electrical Equipment
1772,Sacheerome,,Chemicals & Petrochemicals,Specialty Chemicals
1773,Safari Inds.,523025,Consumer Durables,Plastic Products - Consumer
1774,Safe Enterprises,,Consumer Durables,"Furniture, Home Furnishing"
1775,Sagar Cements,502090,Cement & Cement Products,Cement & Cement Products
1776,Sagility,544282,IT - Services,IT Enabled Services
1777,Sahaj Solar,,Electrical Equipment,Other Electrical Equipment
1778,Sahana Systems,,IT - Services,IT Enabled Services
1779,Sahasra Electro.,,Industrial Products,Other Industrial Products
1780,Sahyadri Industr,532841,Other Construction Materials,Other Construction Materials
1781,Sai Life,544306,Pharmaceuticals & Biotechnology,Pharmaceuticals
1782,Sai Silks,543989,Retailing,Speciality Retail
1783,Saint-Gob. Sekur,515043,Auto Components,Auto Components & Equipments
1784,Sakar Healthcare,,Pharmaceuticals & Biotechnology,Pharmaceuticals
1785,Saksoft,590051,IT - Software,Computers - Software & Consulting
1786,Sakuma Exports,532713,Commercial Services & Supplies,Trading & Distributors
1787,Salasar Techno,540642,Industrial Manufacturing,Industrial Products
1788,Salzer Electron.,517059,Electrical Equipment,Other Electrical Equipment
1789,Sambhv Steel,544430,Industrial Products,Iron & Steel Products
1790,Samhi Hotels,543984,Leisure Services,Hotels & Resorts
1791,Sammaan Capital,535789,Finance,Housing Finance Company
1792,Samvardh. Mothe.,517334,Auto Components,Auto Components & Equipments
1793,Sanathan Textile,544314,Textiles & Apparels,Other Textile Products
1794,Sandesh,526725,Media,Print Media
1795,Sandhar Tech,541163,Auto Components,Auto Components & Equipments
1796,Sandur Manganese,504918,Consumable Fuels,Coal
1797,Sangam India,514234,Textiles & Apparels,Other Textile Products
1798,Sanghi Industrie,526521,Cement & Cement Products,Cement & Cement Products
1799,Sanghvi Movers,530073,Commercial Services & Supplies,Diversified Commercial Services
1800,Sanofi Consumer,544250,Pharmaceuticals & Biotechnology,Pharmaceuticals
1801,Sanofi India,500674,Pharmaceuticals & Biotechnology,Pharmaceuticals
1802,Sansera Enginee.,543358,Auto Components,Auto Components & Equipments
1803,Sanstar,544217,Agricultural Food & other Products,Other Agricultural Products
1804,Sapphire Foods,543397,Leisure Services,Restaurants
1805,Sar Auto Prod.,538992,Auto Components,Auto Components & Equipments
1806,Sar Televenture,,Telecom - Services,Telecom - Infrastructure
1807,Saraswati Commer,512020,Finance,Non Banking Financial Company (NBFC)
1808,Saraswati Saree,544230,Textiles & Apparels,Garments & Apparels
1809,Sarda Energy,504614,Ferrous Metals,Iron & Steel
1810,Saregama India,532163,Entertainment,Media & Entertainment
1811,Sarla Performanc,526885,Textiles & Apparels,Other Textile Products
1812,Sarveshwar Foods,543688,Agricultural Food & other Products,Other Agricultural Products
1813,Sasken Technol.,532663,IT - Services,IT Enabled Services
1814,Sastasundar Ven.,533259,Healthcare Services,Healthcare Service Provider
1815,Sathlokhar Sys.,,Construction,Civil Construction
1816,Satia Industries,539201,"Paper, Forest & Jute Products",Paper & Paper Products
1817,Satin Creditcare,539404,Finance,Microfinance Institutions
1818,Sattrix Infor.,544189,IT - Services,IT Enabled Services
1819,Saurashtra Cem.,502175,Cement & Cement Products,Cement & Cement Products
1820,Savita Oil Tech,524667,Petroleum Products,Lubricants
1821,Savy Infra,,Construction,Civil Construction
1822,Sawaliya Food,,Agricultural Food & other Products,Other Agricultural Products
1823,Sayaji (Indore),544080,Leisure Services,Hotels & Resorts
1824,Sayaji Hot. Pune,544090,Leisure Services,Hotels & Resorts
1825,Sayaji Hotels,523710,Leisure Services,Hotels & Resorts
1826,SBC Exports,542725,Textiles & Apparels,Garments & Apparels
1827,SBFC Finance,543959,Finance,Non Banking Financial Company (NBFC)
1828,SBI,500112,Banks,Public Sector Bank
1829,SBI Cards,543066,Finance,Non Banking Financial Company (NBFC)
1830,SBI Life Insuran,540719,Insurance,Life Insurance
1831,Schaeffler India,505790,Auto Components,Auto Components & Equipments
1832,Schneider Elect.,534139,Electrical Equipment,Heavy Electrical Equipment
1833,Scoda Tubes,544411,Industrial Products,Iron & Steel Products
1834,Sealmatic India,543782,Industrial Products,Other Industrial Products
1835,SEAMEC Ltd,526807,Transport Services,Shipping
1836,Sejal Glass,532993,Industrial Products,Glass - Industrial
1837,Senco Gold,543936,Consumer Durables,"Gems, Jewellery And Watches"
1838,Senores Pharma.,544319,Pharmaceuticals & Biotechnology,Pharmaceuticals
1839,SEPC,532945,Construction,Civil Construction
1840,Servotech Renew,,Electrical Equipment,Other Electrical Equipment
1841,Seshaasai Tech.,544533,Financial Technology (Fintech),Financial Technology (Fintech)
1842,Seshasayee Paper,502450,"Paper, Forest & Jute Products",Paper & Paper Products
1843,SG Finserve,539199,Finance,Non Banking Financial Company (NBFC)
1844,SG Mart,512329,Metals & Minerals Trading,Trading - Metals
1845,Sh. Digvijay Cem,502180,Cement & Cement Products,Cement & Cement Products
1846,Sh. Jagdamba Pol,512453,Industrial Products,Packaging
1847,Sh. Rama Multi.,532310,Industrial Products,Packaging
1848,Sh.Pushkar Chem.,539334,Chemicals & Petrochemicals,Dyes And Pigments
1849,Sh.Renuka Sugar,532670,Agricultural Food & other Products,Sugar
1850,Shadowfax Technologies,544685,Transport Services,Logistics Solution Provider
1851,Shah Metacorp,533275,Industrial Products,Iron & Steel Products
1852,Shaily Engineer.,501423,Industrial Products,Plastic Products - Industrial
1853,Shakti Pumps,531431,Industrial Products,"Compressors, Pumps & Diesel Engines"
1854,Shalby,540797,Healthcare Services,Hospital
1855,Shalibhadra Fin.,511754,Finance,Non Banking Financial Company (NBFC)
1856,Shalimar Paints,509874,Consumer Durables,Paints
1857,Shankar Lal Ram.,542232,Chemicals & Petrochemicals,Trading - Chemicals
1858,Shankara Building,540425,Retailing,Speciality Retail
1859,Shankara Buildpro,544517,Retailing,Speciality Retail
1860,Shanthi Gears,522034,Industrial Manufacturing,Industrial Products
1861,Shanti Educat.,539921,Other Consumer Services,Education
1862,Shanti Gold,544459,Consumer Durables,"Gems, Jewellery And Watches"
1863,Sharat Industrie,519397,Food Products,Seafood
1864,Sharda Cropchem,538666,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1865,Sharda Motor,535602,Auto Components,Auto Components & Equipments
1866,Shardul Sec.,512393,Capital Markets,Stockbroking & Allied
1867,Share India Sec.,540725,Capital Markets,Stockbroking & Allied
1868,Sheela Foam,540203,Consumer Durables,"Furniture, Home Furnishing"
1869,Sheetal Cool,540757,Food Products,Dairy Products
1870,Shemaroo Entert.,538685,Entertainment,Media & Entertainment
1871,Shera Energy,,Industrial Products,"Aluminium, Copper & Zinc Products"
1872,Shilchar Tech.,531201,Electrical Equipment,Other Electrical Equipment
1873,Shilpa Medicare,530549,Pharmaceuticals & Biotechnology,Pharmaceuticals
1874,Shipping Land,544142,Finance,Investment Company
1875,Shish Industries,540693,Industrial Products,Plastic Products - Industrial
1876,Shiv Aum Steels,,Commercial Services & Supplies,Trading & Distributors
1877,Shiv Texchem,544272,Chemicals & Petrochemicals,Trading - Chemicals
1878,Shiva Cement,532323,Cement & Cement Products,Cement & Cement Products
1879,Shivalik Bimetal,513097,Industrial Products,Iron & Steel Products
1880,Shivalik Rasayan,539148,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
1881,Shivam Autotech,532776,Auto Components,Auto Components & Equipments
1882,Shoppers Stop,532638,Retailing,Diversified Retail
1883,Shraddha Prime,531771,Realty,"Residential, Commercial Projects"
1884,Shradha Infrapr.,,Realty,"Residential, Commercial Projects"
1885,Shree Cement,500387,Cement & Cement Products,Cement & Cement Products
1886,Shree Ganesh Rem,540737,Pharmaceuticals & Biotechnology,Pharmaceuticals
1887,Shree Karni,,Textiles & Apparels,Other Textile Products
1888,Shree Rama News.,500356,"Paper, Forest & Jute Products",Paper & Paper Products
1889,Shree Refrigerat,544458,Industrial Manufacturing,Industrial Products
1890,Shree Tirupati,,Industrial Products,Plastic Products - Industrial
1891,Shree TirupatiBa,544249,Industrial Products,Packaging
1892,Shree Vasu Logis,,Transport Services,Logistics Solution Provider
1893,Shreeji Global,,Agricultural Food & other Products,Other Agricultural Products
1894,Shreeji Ship. Gl,544490,Transport Services,Shipping
1895,Shrem InvIT,,Construction,Civil Construction
1896,Shri Ahimsa,,Food Products,Other Food Products
1897,Shri Keshav,530977,Cement & Cement Products,Cement & Cement Products
1898,Shri Venkatesh,543373,Agricultural Food & other Products,Edible Oil
1899,Shringar House,544512,Consumer Durables,"Gems, Jewellery And Watches"
1900,Shriram AMC,531359,Capital Markets,Asset Management Company
1901,Shriram Finance,511218,Finance,Non Banking Financial Company (NBFC)
1902,Shriram Pistons,544344,Auto Components,Auto Components & Equipments
1903,Shriram Properti,543419,Realty,"Residential, Commercial Projects"
1904,Shukra Pharma.,524632,Pharmaceuticals & Biotechnology,Pharmaceuticals
1905,Shyam Metalics,543299,Industrial Products,Iron & Steel Products
1906,Sical Logistics,520086,Transport Services,Logistics Solution Provider
1907,Siemens,500550,Electrical Equipment,Heavy Electrical Equipment
1908,Siemens Ener.Ind,544390,Electrical Equipment,Heavy Electrical Equipment
1909,Sigachi Indust.,543389,Pharmaceuticals & Biotechnology,Pharmaceuticals
1910,Sigma Solve,543917,IT - Services,IT Enabled Services
1911,SignatureGlobal,543990,Realty,"Residential, Commercial Projects"
1912,Signpost India,544117,Media,Advertising & Media Agencies
1913,Sika Interplant,523606,Aerospace & Defense,Aerospace & Defense
1914,SIL Investments,521194,Finance,Investment Company
1915,Silver Touch,543525,IT - Software,Computers - Software & Consulting
1916,Simplex Castings,513472,Industrial Products,Other Industrial Products
1917,Simplex Infra,523838,Construction,Civil Construction
1918,Sinclairs Hotels,523023,Leisure Services,Hotels & Resorts
1919,Sindhu Trade,532029,Transport Services,Logistics Solution Provider
1920,Singer India,505729,Consumer Durables,Household Appliances
1921,Sintercom India,,Auto Components,Auto Components & Equipments
1922,Sirca Paints,543686,Consumer Durables,Paints
1923,SIS,540673,Other Consumer Services,Other Consumer Services
1924,Siyaram Silk,503811,Textiles & Apparels,Other Textile Products
1925,SJS Enterprises,543387,Auto Components,Auto Components & Equipments
1926,SJVN,533206,Power,Power Generation
1927,SKF India,500472,Industrial Products,Abrasives & Bearings
1928,SKF India Indus.,544572,Industrial Products,Abrasives & Bearings
1929,Skipper,538562,Electrical Equipment,Heavy Electrical Equipment
1930,SKM Egg Prod.,532143,Food Products,Meat Products including Poultry
1931,SKP Bearing,,Industrial Products,Abrasives & Bearings
1932,Sky Gold & Diam.,541967,Consumer Durables,"Gems, Jewellery And Watches"
1933,Smartworks Cowor,544447,Commercial Services & Supplies,Diversified Commercial Services
1934,SMC Global Sec.,543263,Capital Markets,Stockbroking & Allied
1935,SML Mahindra,505192,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
1936,SMS Pharma.,532815,Pharmaceuticals & Biotechnology,Pharmaceuticals
1937,SMT Engineering,538563,Commercial Services & Supplies,Trading & Distributors
1938,Snowman Logistic,538635,Transport Services,Logistics Solution Provider
1939,Sobha,532784,Realty,"Residential, Commercial Projects"
1940,Sobhagya Mercant,512014,Commercial Services & Supplies,Diversified Commercial Services
1941,Softsol India,532344,Realty,Real Estate related services
1942,Softtech Enginee,543470,IT - Software,Computers - Software & Consulting
1943,Solar Industries,532725,Chemicals & Petrochemicals,Explosives
1944,Solara Active,541540,Pharmaceuticals & Biotechnology,Pharmaceuticals
1945,Solarium Green,544354,Construction,Civil Construction
1946,Solarworld Ene.,544532,Construction,Civil Construction
1947,Solex Energy,,Electrical Equipment,Heavy Electrical Equipment
